lon,lat,adresse,code_postal,ville,departement,dep_txt,nom_structure,url_lieu,contact_email,contact_tel,source,url_illustration,code_access,code_label
5.590306,47.450280,3  quai de l'Ecluse,70100,GRAY,70,D_70,Salle Multimédi@ de Gray,,ntic.gray@wanadoo.fr,03 84 65 45 66,,,F-M,
6.428281,47.549418,144 rue de la prairie,70110,VILLERSEXEL,70,D_70,Espace Public Numérique de la Communauté de Communes du Pays de Villersexel,http://www.cc-pays-villersexel.fr/user/pages/contenu_php/salle.php,epn.ccpv@orange.fr,06 72 31 39 47,,,M,
6.432014,47.550792,Place du Général de Gaulle,70110,VILLERSEXEL,70,D_70,MSAP Villersexel,,msap.villersexel@laposte.fr,,,,I,-MSAP
5.783542,47.625281,Mairie de Lavoncourt,70120,LAVONCOURT,70,D_70,Amicale Cyber espace de Lavoncourt,,mairielavoncourt@wanadoo.fr,03 84 92 06 99,,,F-I,
5.785663,47.626564,12 rue du Tire Sachot,70120,LAVONCOURT,70,D_70,MFS Val Fleuri,,aurelie.cias@orange.fr,03 84 76 58 44,,,I,-MSAP-MFS
5.946111,47.487598,21 grande rue,70130,FRETIGNEY-ET-VELLOREILLE,70,D_70,MSAP Fretigney et Velloreille,,pvs.fretigney@gmail.com,,,,I,-MSAP
5.559356,47.283404,Place des Tilleuls,70140,PESMES,70,D_70,MSAP Pesmes,,msap.pesmes@laposte.fr,,,,I,-MSAP
5.769657,47.289935,Place du Roi de Rome,70150,MARNAY,70,D_70,MSAP Marnay,,msap.marnay@laposte.fr,,,,I,-MSAP
6.102624,47.766402,1 rue du Général Leclerc,70160,FAVERNEY,70,D_70,MSAP Faverney - Terres de Saône,,m.burney@cctds.fr,,,,I,-MSAP
6.037433,47.692627,1  rue Pierre Bogé,70170,PORT SUR SAONE,70,D_70,CFPPA-APP de Port sur Saône,,cfppa.vesoul@educagri.fr,03 84 96 85 24,,,O,
6.068799,47.422404,Place du Souvenir Français,70190,RIOZ,70,D_70,MFS Pays des 7 Rivières,,msaprioz@gmail.com,,,,I,-MSAP-MFS
6.497352,47.686457,17  esplanade Charles de Gaulle,70200,LURE,70,D_70,Espace NetPublic CyberBase du Centre Social et Culturel de Lure,http://www.centre-social-lure.org/,centre.social.lure@wanadoo.fr,03 84 30 49 30,,,M-I,
6.424572,47.735178,1 bis rue de l'Eglise,70200,QUERS,70,D_70,MFS de la Communauté de communes Triangle Vert,,david.yoder@cctv70.fr,03 84 94 78 95,,,I,-MSAP-MFS
6.490451,47.686017,3 rue Parmentier,70200,LURE,70,D_70,Mission Locale de Lure / Luxeuil-les-Bains / Champagney,missionslocales-bfc.fr/mission-locale-llc/,milolureluxeuilchampagney@milobfc.fr,03 84 89 00 33,,,I,
6.425182,47.735540,2 rue de l'église,70200,QUERS,70,D_70,Points Numériques Franches Communes,http://www.franches-communes.org/,franches.communes@wanadoo.fr,03 84 94 78 95,,,M,
6.127047,47.884615,Rue de la Cornée,70210,MELINCOURT,70,D_70,Espace Public Les Belles Sources,,catherine.joubin@wanadoo.fr,06 71 58 10 80,,,M,
6.411375,47.902285,familles rurale place de l'hotel de ville,70220,FOUGEROLLES,70,D_70,Cyber Val.SE de Fougerolles,,cybervalse@cc-valdesemouse.fr,03 84 94 17 93,,,M,
6.353297,47.661652,Espace Public Numérique de Dampierre sur Linotte,70230,DAMPIERRE SUR LINOTTE,70,D_70,Espace Public Numérique de Dampierre sur Linotte,,,,,,M,
6.345924,47.635620,Mairie de Noroy Le Bourg,70240,LIEVANS,70,D_70,Association animation jeunesse de Lievans,,animationjeunesse@wanadoo.fr,03 84 78 77 11,,,F,
6.279902,47.695666,Place du Grand Puits,70240,SAULX,70,D_70,MSAP Saulx,,msap.saulx@laposte.fr,,,,I,-MSAP
6.633079,47.708294,rue du Tram,70250,RONCHAMP,70,D_70,Cybercentre de Ronchamp - Médiathèque,,ccrahincherimont@wanadoo.fr,03 84 27 93 15,,,M,
6.637199,47.699820,20b rue Paul Strauss,70250,RONCHAMP,70,D_70,Fab Lab la Filature 2.0,http://www.lafilaturederonchamp.fr,contact@lafilaturederonchamp.fr,03 39 21 21 42,,,F,
6.579000,47.753452,11  Grande Rue,70270,MELISEY,70,D_70,Espace Public Numérique de la Communauté de communes de la Haute vallée de l'Ognon,,melisey.cchvo@wanadoo.fr,03 84 20 05 53,,,M,
6.688703,47.701260,Médiathèque de Champagney  Grande rue,70290,CHAMPAGNEY,70,D_70,Cybercentre de Champagney,,ccrahincherimont@wanadoo.fr,03 84 27 93 15,,,M,
6.731319,47.717178,Rue Louis Pergaud,70290,PLANCHER BAS,70,D_70,Cybercentre de Plancher Bas - Médiathèque,,ccrahincherimont@wanadoo.fr,03 84 27 93 15,,,M,
6.685299,47.704804,Place Charles de Gaulle,70290,CHAMPAGNEY,70,D_70,MFS Rahin et Chérimont - Champagney,,v.duban@ccrc70.fr,,,,I,-MSAP-MFS
6.359512,47.818898,rue salvador allende,70300,LUXEUIL LES BAINS,70,D_70,Association Jeunes Espoirs de Luxeuil,,ajelluxeuil@wanadoo.fr,03 84 40 52 93,,,F,
6.379386,47.819424,35 rue Carnot,70300,LUXEUIL LES BAINS,70,D_70,Bureau Information Jeunesse de Luxeuil les Bains,,bij.luxeuil@wanadoo.fr,03 84 40 12 28,,,I,
6.383922,47.806381,4  rue Just Pingand,70300,SAINT SAUVEUR,70,D_70,Centre Multimedia de St Sauveur,,asso.st-sauveur@wanadoo.fr,03 84 40 59 32,,,M,
6.336716,47.936628,bibliotheque le temps de lire place pierre Bolle 70320 Aillevillers,70320,AILLEVILLERS ET LYAUMONT,70,D_70,Cyber Val.SE d'Aillevillers et Lyaumont,,cybervalse@cc-valdesemouse.fr,03 84 94 17 93,,,M,
6.325523,47.890023,Bibliothèque salle d'asile  place de l'eglise,70320,CORBENAY,70,D_70,Cyber Val.SE de Corbenay,,cybervalse@cc-valdesemouse.fr,03 84 94 17 93,,,M,
6.292208,47.885222,57 rue des Ballastières,70320,CORBENAY,70,D_70,MFS/PIJ de la Haute Comté,,msappij@cchc.fr,03 84 49 76 25,,,I,-MSAP-MFS
5.972356,47.665199,1 avenue de Verdun,70360,SENNECEY-SUR-SAÔNE-SAINT-ALBIN,70,D_70,MSAP Sennecey-sur-Saône et Saint-Albin,,msap.scey-sur-saone-et-st-albin@laposte.fr,,,,I,-MSAP
6.756919,47.572185,1 rue de la Tuilerie,70400,HERICOURT,70,D_70,Hérilab,http://www.cc-pays-hericourt.fr/rubrique.php?id=630,mediatheque@cc-pays-hericourt.fr,03 84 46 03 30,,,F,
6.756945,47.572184,11 rue de la tuilerie,70400,HERICOURT,70,D_70,Mission Locale d'Héricourt - Villersexel,,missionlocalehericourt@milobfc.fr,03 84 46 58 03,,,I,
6.720897,47.842509,3 rue de la vierge,70440,HAUT-DU-THEM-CHÂTEAU-LAMBERT,70,D_70,MSAP Haut du Them Château Lambert,,rsphautduthem@laposte.net,,,,I,-MSAP
5.841782,47.812036,Pré Jean Roche,70500,JUSSEY,70,D_70,MSAP Hauts du Val de Saône,,marilyn.furtin@cchvs.fr,,,,I,-MSAP
5.515640,47.614710,Rue de la République,70600,CHAMPLITTE,70,D_70,MSAP Champlitte,,msap.champlitte@laposte.fr,,,,I,-MSAP
6.266073,47.885253,12 rue Henry Guy,70800,SAINT LOUP SUR SEMOUSE,70,D_70,Centre Multimédia de St Loup sur Semouse,,saint-loup.multimédia@wanadoo.fr,03 84 94 26 66,,,M,
6.335297,47.872919,bibliothèque le temps de lire Salle polyvalente,70800,FONTAINE LES LUXEUIL,70,D_70,Cyber Val.SE de Fontaine les Luxeuil,,cybervalse@cc-valdesemouse.fr,03 84 94 17 93,,,M,
6.266073,47.885253,,70800,SAINT LOUP SUR SEMOUSE,70,D_70,Cyber Val.SE de St Loup sur Semouse,,cybervalse@cc-valdesemouse.fr,03 84 94 17 93,,,M,
6.272287,47.886174,3  rue de l'Abattoir,70800,SAINT-LOUP-SUR-SEMOUSE,70,D_70,Lab'Haut Comtois,http://www.labhautcomtois.fr,,,,,F,
6.280088,47.885121,14 bis rue de la Viotte,70800,SAINT LOUP SUR SEMOUSE,70,D_70,Point Information Jeunesse de St Loup sur Semouse,,pij.stloup@wanadoo.fr,03 84 49 09 39,,,I,
4.832034,46.308346,,71000,MÂCON,71,D_71,Association Départementale Information Jeunesse 71,,,,,,F-I,
4.830644,46.302181,,71000,MÂCON,71,D_71,Cave à Musique,,,,,,F,
4.836376,46.309889,,71000,MÂCON,71,D_71,Couveuse Potentiel,,,,,,T,
4.837787,46.310361,,71000,MÂCON,71,D_71,Le Cyberphare,,,,,,F,
4.828139,46.304852,82 rue Victor Hugo,71000,Mâcon,71,D_71,Locow coworking,www.locow.fr,contact@locow.fr,03 85 31 13 97,,,T,
4.837787,46.310361,1000 Avenue Maréchal Lattre de Tassigny,71000,MÂCON,71,D_71,Mission Locale du Mâconnais,missionlocale-macon.fr,milomaconnais@milobfc.fr,03 85 39 95 00,,,I,
46.312400,4.838890,800 avenue Maréchal de Lattre de Tassigny,71000,MACON,71,D_71,OPAC Saône et Loire,opac.fr,frederique.granget-minet@opacsaoneetloire.fr,03 85 32 60 76,,,I,RIN
4.835909,46.308788,Point Cyber CCI de Mâcon-Charolles-Tournus,71000,MÂCON,71,D_71,Point Cyber CCI de Mâcon-Charolles-Tournus,,,,,,M,
4.852363,46.753763,Trav'Ailleurs,71000,MÂCON,71,D_71,Trav'Ailleurs,,,,,,F,
46.780230,4.846354,15 Avenue Victor Hugo,71100,CHALON SUR SAONE,71,D_71,Caisse d'Allocations Familiales de Châlon-sur-Saône,,,08 10 25 71 10,,,I,RIN
46.779661,4.858338,7 Quai de l'Hôpital,71100,CHALON SUR SAONE,71,D_71,CCAS Chalon sur Saône,,,03 85 93 85 41,,,I,RIN
46.783200,4.857680,7 rue de l'Ancien Collège,71100,CHALON SUR SAONE,71,D_71,Centre Interculturel Conseil Formation Médiation,https://www.facebook.com/centreinterculturel.cicfm,cicfm.direction@gmail.com,03 85 48 08 44,,,I,RIN
46.784200,4.851320,1 rue Gauthey,71100,CHALON SUR SAONE,71,D_71,Collectif Associatif Local Pour l'Inclusion Numérique (CALPIN),,calpin71@sfr.fr,06 22 43 49 80,,,F,RIN
4.846550,46.776441,Couveuse Potentiel,71100,CHALON SUR SAÔNE,71,D_71,Couveuse Potentiel,,,,,,T,
4.828612,46.770078,Espace multimédia de Chalon sur Saône,71100,CHALON SUR SAÔNE,71,D_71,Espace multimédia de Chalon sur Saône,,,,,,M,
4.827097,46.780769,Espace Multimédia de Lux,71100,LUX,71,D_71,Espace Multimédia de Lux,,,,,,M,
4.827097,46.780769,Espace Multimédia de Saint-Rémy,71100,SAINT REMY,71,D_71,Espace Multimédia de Saint-Rémy,,,,,,M,
4.835546,46.788894,141  avenue Boucicaut,71100,CHALON SUR SAÔNE,71,D_71,FabLab Chalonnais,http://fablab-chalon.fr/,,,,,F,
4.827097,46.780769,Info'Rom (CCAS),71100,CHALON SUR SAÔNE,71,D_71,Info'Rom (CCAS),,,,,,I,
46.783200,4.848120,29 boulevard de la République,71100,CHALON SUR SAONE,71,D_71,Kiosque Multimédia de Châlon-sur-Saône,facebook.com/servicejeunessechalon/,kiosque.multimEdia@chalonsursaone.fr,03 85 42 56 60,,,M,RIN
4.850121,46.778011,Quai Saint-Cosme,71100,CHALON SUR SAÔNE,71,D_71,La Raffinerie,https://urbidesk.com/space/9902,,,,,F,
46.770078,4.828612,4 bis Rue d'Ottweiler,71100,SAINT REMY,71,D_71,Médiathèque de St Rémy,http://lancre.saint-remy71.fr,lancre@saint-remy71.fr,03 85 42 54 55,,,M,RIN
46.753763,4.852363,2 Rue Raymond Balay,71100,LUX,71,D_71,Médiathèque l'Arob@se,http://larobase.opac3d.fr,larobasemediatheque@lux71.com,03 85 48 28 33,,,M,RIN
4.866845,46.797587,4 rue Jules Ferry,71100,CHALON SUR SAÔNE,71,D_71,Mission Locale du Châlonnais,missionlocaleduchalonnais.fr,milochallonnais@milobfc.fr,03 85 97 47 59,,,I,
4.846550,46.776441,34  quai de Saint-Cosme,71100,CHALON SUR SAÔNE,71,D_71,Nicéphore Labs,http://nicephorelabs.fr,,,,,F,
46.777000,4.846240,7 rue Georges Maugey,71100,CHALON SUR SAONE,71,D_71,PLIE du Grand Chalon - Sucrerie rouge,,plie.grandchalon@legrandchalon.fr,03 85 90 50 09,,,F-I,RIN
46.792300,4.849570,74 avenue de Paris,71100,CHALON SUR SAONE,71,D_71,SASTI BFC,https://www.facebook.com/SASTIBourgogne21,nathalie.botovelo@sasti-bfc.fr,07 60 40 74 75,,,I,RIN
46.790100,4.863060,18 rue Pierre Nugue,71100,CHALON SUR SAONE,71,D_71,Savoirs Plus,www.savoirs-plus.com,contact@savoirs-plus.com,09 72 38 19 69,,,O,RIN
46.782500,4.853700,28 rue du général Leclerc,71100,CHALON SUR SAONE,71,D_71,Sous-préfecture de Chalon-sur-Saône,www.saone-et-loire.gouv.fr,sous-prefecture-de-chalon-s-saone@saone-et-loire.pref.gouv.fr,03 85 42 55 55,,,I,RIN
4.067991,46.598402,club informatique de Gueugnon,71130,GUEUGNON,71,D_71,club informatique de Gueugnon,,,,,,F,
4.059696,46.599447,Place de l'église,71130,GUEUGNON,71,D_71,FabLabinox,http://syntaxerreur2-0.fr/,contact.syntaxe@syntaxerreur2-0.fr,03 85 24 22 76,,,F,
4.067991,46.598402,47 rue de la Convention,71130,GUEUGNON,71,D_71,Mission Locale du Charolais,,milocharolais@milobfc.fr,03 85 85 49 30,,,I,
3.761385,46.624406,Point Information Jeunesse de Gueugnon,71130,GUEUGNON,71,D_71,Point Information Jeunesse de Gueugnon,,,,,,I,
4.770933,46.849637,Cyber espace de Bourbon Lancy,71140,BOURBON LANCY,71,D_71,Cyber espace de Bourbon Lancy,,,,,,M,
3.979050,46.481963,Espace Multimédia de Fontaines,71150,FONTAINES,71,D_71,Espace Multimédia de Fontaines,,,,,,M,
4.742120,46.874300,1 rue Neuve,71150,RULLY,71,D_71,Mon Assistant Numérique Chalon,http://chalonsursaone.MonAssistant.Numerique.com,christophevenin@pratimedia.com,06 60 81 97 21,,,O,RIN
3.987782,46.488576,Bibliothèque Municipale de Digoin,71160,DIGOIN,71,D_71,Bibliothèque Municipale de Digoin,,,,,,M,
4.336669,46.207113,Espace Jeunesse de Digoin,71160,DIGOIN,71,D_71,Espace Jeunesse de Digoin,,,,,,I,
4.344631,46.207637,Place de la Gare,71170,CHAUFFAILLES,71,D_71,MFS PIMMS de Chauffailles,,pimmscantondechauffailles@pimms.org,03 85 24 29 50,,,I,-MSAP-MFS
4.431710,46.789884,Espace Information Jeunesse-CyberJ d'Etang sur Arroux,71190,ETANG SUR ARROUX,71,D_71,Espace Information Jeunesse-CyberJ d'Etang sur Arroux,,,,,,I,
4.180601,46.867816,2 bis rue d'Autun,71190,ETANG-SUR-ARROUX,71,D_71,MSAP Pôle de proximité Etang sur Arroux,,jean-Louis.souchet@grandautunoismorvan.fr,,,,I,-MSAP
4.513147,46.759896,Espace Cyber Jeunes : Mission Locale Le Creusot,71200,LE CREUSOT,71,D_71,Espace Cyber Jeunes : Mission Locale Le Creusot,,,,,,M-I,
4.413349,46.806814,12  rue de la Fonderie,71200,LE CREUSOT,71,D_71,FabLab UtoPi,http://www.fablab-utopi.org/,,,,,F,
4.441198,46.793445,L'arobase,71200,LE CREUSOT,71,D_71,L'arobase,,,,,,F,
4.421359,46.800073,1 rue Edith Cavell,71200,LE CREUSOT,71,D_71,Médiathèque municipale du Creusot - EPN,,epncreusot1@yahoo.fr,03 85 77 58 00,,,M,
4.403930,46.829923,Place Salignac Fénelon,71200,SAINT-SERNIN-DU-BOIS,71,D_71,MSAP Saint-Sernin du Bois,,servicesgeneraux@mairiesaintsernindubois.fr,,,,I,-MSAP
4.429984,46.806450,5 avenue François Mitterrand,71200,LE CREUSOT,71,D_71,Pôle Insertion emploi - Association AGIRE,agire-cucm.fr,milocreusotmontceau@milobfc.fr,03 85 77 68 01,,,F-I,
4.465704,46.749907,12 rue Lamartine,71210,MONTCHANIN,71,D_71,CLIC - EPN de Montchanin,,epnmontchanin@gmail.com,03 62 72 95 21,,,I-M,
4.465704,46.749907,40 route du Canal,71210,ECUISSES,71,D_71,Cyber jeunes d'Ecuisses,,cyberecuisses@yahoo.fr,03 85 78 99 00,,,M,
4.514078,46.761851,Rue du 19 Mars 1962,71210,ECUISSES,71,D_71,MSAP Ecuisses,,mairie.ecuisses@wanadoo.fr,,,,I,-MSAP
4.438949,46.481012,Place de la Poste,71220,SAINT-BONNET-DE-JOUX,71,D_71,MFS PIMMS Val de Joux,,pimmsvaldejoux@pimms.org,,,,I,-MSAP-MFS
4.369329,46.640650,Rue Victor Hugo,71230,SAINT VALLIER,71,D_71,Espace Public Numérique de St Vallier - ECLA,,cedric.ferry@mairie-saintvallier.fr,03 85 67 78 98,,,M-I,
46.644575,4.861923,32 Rue des Mûriers,71240,SENNECEY LE GRAND,71,D_71,MFS Sennecey le Grand,,msap.sennecey@orange.fr,03 85 44 99 28,,,I,-MSAP-RIN-MFS
4.661804,46.432234,2 rue Porte de Paris,71250,CLUNY,71,D_71,FabLab Clunisois,http://www.fablabclunisois.fr,,,,,F,
4.989660,46.623553,Maison familiale du Clunisois,71250,MAZILLE,71,D_71,Maison familiale du Clunisois,,,,,,F-O,
4.651346,46.429922,5 place du marché,71250,CLUNY,71,D_71,MSAP Clunisois,,contact@enclunisois.com,,,,I,-MSAP
4.598063,46.520024,12 place Gandin,71250,SALORNAY-SUR-GUYE,71,D_71,MSAP Salornay-sur-Guye,,msap.salornay-sur-guye@laposte.fr,,,,I,-MSAP
46.559931,5.002134,Rue de l'Eglise,71290,CUISERY,71,D_71,CAF - Point Relais de Cuisery,,,03 85 27 03 90,,,I,RIN
46.559700,5.002150,Rue de l'Eglise,71290,CUISERY,71,D_71,Centre Animation Sociale et Culturelle,http://centreanimation-cuisery.e-monsite.com,centreanimation-cuisery@wanadoo.fr,03 85 27 03 90,,,I,RIN
4.351820,46.690645,Simandre Info',71290,SIMANDRE,71,D_71,Simandre Info',,,,,,F,
4.891945,46.773882,Cyber-base Ecole du Plessis,71300,MONTCEAU LES MINES,71,D_71,Cyber-base Ecole du Plessis,,,,,,M,
4.352602,46.691208,Rue de Mâcon,71300,MONTCEAU LES MINES,71,D_71,EPN Montceau - Espace Trait d'Union,,epn@montceaulesmines.fr,03 85 67 90 70,,,M-F,
46.800258,5.186782,Place de la Mairie,71310,MERVANS,71,D_71,MSAP Mervans,,msap.mervans@laposte.fr,,,,I,-MSAP-RIN
4.135983,46.709121,rue du moulin,71320,TOULON-SUR-ARROUX,71,D_71,MSAP Moulin des Roches,,moulin-des-roches@wanadoo.fr,,,,I,-MSAP
46.753000,5.243160,14 place du Marché,71330,SAINT GERMAIN DU BOIS,71,D_71,Mairie de Saint Germain du Bois,www.saintgermaindubois.fr,mairie@saintgermaindubois.fr,03 85 72 01 47,,,I,RIN
5.240823,46.749576,14  Place du Marché,71330,SAINT-GERMAIN-DU-BOIS,71,D_71,MSAP Saint-Germain du Bois,,mairie-71330-saint-germain-du-bois@wanadoo.fr,,,,I,-MSAP
46.785600,4.846310,24 rue Jean Moulin,71332,CHALON SUR SAONE,71,D_71,CPAM Chalon,Ameli.fr,,36 46,,,I,RIN
4.016749,46.213316,Le Bourg,71340,MELAY,71,D_71,MFS PIMMS de Melay,,melay@pimms.org,,,,I,-MSAP-MFS
46.895699,5.024282,16 Rue de la République,71350,VERDUN SUR LE DOUBS,71,D_71,MFS Verdun sur le Doubs,,ccsaonedoubsbresse@orange.fr,03 85 91 66 16,,,I,-MSAP-RIN-MFS
4.513790,46.990895,place Charles de Gaulle,71360,EPINAC,71,D_71,MSAP Epinac,,Veronique.ROSSI-COTELLA@grandautunoismorvan.fr,,,,I,-MSAP
46.705900,5.051740,17 place de la Mairie,71370,SAINT-ETIENNE-EN-BRESSE,71,D_71,MSAP Saint-Etienne-en-Bresse,www.saint-etienne-en-bresse.fr,rsp.st.etienne.en.bresse@orange.fr,03 85 96 41 18,,,I,-MSAP-RIN
4.709445,46.753719,Agora des Jeunes - Espace Multimédia,71380,SAINT MARCEL,71,D_71,Agora des Jeunes - Espace Multimédia,,,,,,M-F,
46.774100,4.892490,95 grande Rue,71380,SAINT-MARCEL,71,D_71,Espace Multimédia de Saint-Marcel - Agor@95,https://www.facebook.com/marc.agora.7,m.chambonnier@saintmarcel.com,03 85 42 72 00,,,M-F,RIN
4.300509,46.958726,,71390,SAINT DESERT,71,D_71,EPN de St Désert,,,,,,M,
4.302105,46.959549,1 rue des Pierres,71400,AUTUN,71,D_71,CiLEF - Mission Locale de l'Autunois,cilef-orientation-emploi.fr,miloautunois@milobfc.fr,03 85 86 51 92,,,I,
4.304719,46.963123,Espace Cyber jeunes. MIFE d Autun,71400,AUTUN,71,D_71,Espace Cyber jeunes. MIFE d Autun,,,,,,M-I,
4.270113,46.970199,Rue du Maquis de l’Autunois,71400,AUTUN,71,D_71,FabLab de Bellevue,https://www.grandautunoismorvan.fr/l-economie/centre-de-ressources-numeriques/fablab-241.html,Raphael.mathieu@grandautunoismorvan.fr,03 85 86 51 16,,,F,
4.270113,46.970199,Rue du Maquis de l’Autunois,71400,AUTUN,71,D_71,La pépinière numérique de Bellevue,https://www.grandautunoismorvan.fr/l-economie/centre-de-ressources-numeriques/telecentre-244.html,amelie.chapet@grandautunoismorvan.fr,03 85 86 64 74,,,T,
4.300739,46.604773,Rue Pautet,71420,CIRY LE NOBLE,71,D_71,Espace Public Numérique de Ciry le Noble - Bibliothèque,,bibliotheque@cirylenoble.fr,03 85 79 05 13,,,M,
4.394146,46.699554,rue du 11 novembre 1918,71450,BLANZY,71,D_71,EPN de Blanzy,,epn@blanzy71 fr,06 38 37 46 41,,,M,
4.670813,46.580813,1 route des Prairies,71460,SAVIGNY-Sur-GROSNE,71,D_71,MSAP Communauté de communes entre Saone et Grosne,,m.blanchedeau.ccgmsv@orange.fr,,,,I,-MSAP
46.556054,5.164285,180 Route du Bourg,71470,SAINTE CROIX EN BRESSE,71,D_71,MSAP Sainte Croix en Bresse,,,03 85 74 36 32,,,I,-MSAP-RIN
5.164285,46.556054,180 route du Bourg,71470,SAINTE-CROIX,71,D_71,MSAP Sainte-Croix,,rspstecroix@laposte.net,,,,I,-MSAP
46.494730,5.389310,Château des Princes d'Orange,71480,CUISEAUX,71,D_71,CAF - Point Relais de Cuiseaux,,,03 85 72 71 27,,,I,RIN
4.574612,46.869007,Rue des Grands Bois,71490,COUCHES,71,D_71,MSAP Pôle de Proximité de Couches,,pole.couches@grandautunoismorvan.fr,,,,I,-MSAP
46.628000,5.217090,3 rue de Bram,71500,LOUHANS,71,D_71,Association Le Pont - Accueil de jour Louhans,,s.dumont@lepont.asso.fr,06 82 85 57 88,,,F-I,RIN
46.624455,5.233142,Avenue Ferdinand Point,71500,LOUHANS,71,D_71,CAF - Antenne de Louhans,,,08 10 25 71 10,,,I,RIN
46.626800,5.226630,4 promenade des Cordeliers,71500,LOUHANS,71,D_71,CLEFS71,,clefs71louhans@gmail.com,03 85 75 32 40,,,F-I,RIN
4.944707,46.876464,Couveuse Potentiel,71500,LOUHANS,71,D_71,Couveuse Potentiel,,,,,,T,
5.268276,46.658298,1400 route de Louhans,71500,MONTIGNY-PRES-LOUHANS,71,D_71,Labo'M,http://www.labo-m.club,fablab.labom@gmail.com,,,,F,
5.226634,46.626833,4 promenade des Cordeliers,71500,LOUHANS,71,D_71,Mission Locale de La Bresse Louhanaise,,milobresselouhanaise@milobfc.fr,03 85 74 91 00,,,I,
5.226486,46.627152,Point central cyber jeunes de Louhans,71500,LOUHANS,71,D_71,Point central cyber jeunes de Louhans,,,,,,M,
4.638973,46.847419,7 rue Thernaud,71510,SAINT-LEGER-SUR-DHEUNE,71,D_71,MSAP Saint-Léger-sur-Dheune,,ccmv-rsp@orange.fr,,,,I,-MSAP
4.510160,46.378825,Espace de coworking ZI Geneve Océan - RN79,71520,DOMPIERRE LES ORMES,71,D_71,Espace de coworking CCSCMB,https://www.scmb71.com/economie/economie-infrastructures/espaces-coworking,contact@scmb71.com,06 62 13 12 40,,,T,
4.482660,46.307300,Maison des associations n°4,71520,MATOUR,71,D_71,MSAP Haute-Grosne,,msap71520@gmail.com,,,,I,-MSAP
46.819400,4.836180,7 rue Charles Lemaux,71530,CHAMPFORGEUIL,71,D_71,CCAS Champforgeuil - Centre d'accueil pluriel (CAP),,cap.champforgeuil@orange.fr,03 85 41 41 02,,,I,RIN
46.813200,4.865600,16 rue Ferrée,71530,CRISSEY,71,D_71,Les Valoristes Bourguignons,www.valoristesbourguignons.com,contact@valoristesbourguignons.com,09 54 76 23 47,,,F,RIN
46.691700,5.370760,136 rue de l'Eglise,71580,SAILLENARD,71,D_71,MSAP Saillenard,,msap.saillenard@orange.fr,03 85 72 38 71,,,I,-MSAP-RIN
46.875900,4.944960,8A rue de la Velle,71590,GERGY,71,D_71,Espace multimédia de Gergy,https://www.ifac.asso.fr/Espace-Public-Numerique-Gergy,planet.mary21@gmail.com,03 85 91 77 63,,,M,RIN
4.742189,46.781466,Espace socio-culturel de Paray le Monnial,71600,PARAY LE MONIAL,71,D_71,Espace socio-culturel de Paray le Monnial,,,,,,I,
46.782200,4.745470,Place de l'église,71640,GIVRY,71,D_71,Bibliothèque municipale de Givry,http://givry.opac3d.fr/search.php?action=accueil,bibliotheque@mairiedegivry71.fr,03 85 44 44 55,,,M,RIN
4.467166,46.808152,Espace Multimédia de Givry,71640,GIVRY,71,D_71,Espace Multimédia de Givry,,,,,,I,
4.467166,46.808152,46 route de Couches,71670,LE BREUIL,71,D_71,Espace Public Numérique du Breuil,,epn@lebreuilbourgogne.fr,03 85 73 82 92,,,M,
4.194200,46.331900,Centre Multimédia Communautaire Arroux Mesvrin,71710,MARMAGNE,71,D_71,Centre Multimédia Communautaire Arroux Mesvrin,,,,,,M,
4.354793,46.836264,Le Bourg,71710,LES BIZOTS,71,D_71,Espace Public Numérique des Bizots,,epn.lesbizots@gmail.com,03 85 55 72 31,,,M,
4.812186,46.305827,Foyer rural d'Oye,71800,OYE,71,D_71,Foyer rural d'Oye,,,,,,F,
4.718166,46.345269,Point Cyb de Charnay les Macon,71850,CHARNAY LES MACON,71,D_71,Point Cyb de Charnay les Macon,,,,,,M,
46.798500,4.808160,2 rue Colette,71880,CHATENOY LE ROYAL,71,D_71,CCAS Chatenoy le Royal,,bpellicier@ccas-chatenoyleroyal,03 85 42 49 50,,,I,RIN
4.720257,46.344964,60 avenue de la gare,71960,LA ROCHE VINEUSE,71,D_71,Ecogit'Actions,http://www.ecogitactions.com,sopsomer@ecogitactions.com,03 85 39 00 95,,,F,
4.749492,46.303527,,71960,DAVAYE,71,D_71,Viti Lab - CA71,,,,,,F,
3.587097,47.800922,4 rue Paul Doumer,89000,AUXERRE,89,D_89,Atelier des Beaux Boulons,https://www.beauxboulons.com/,,,,,F,
3.564627,47.806545,Rue d Ardillière,89000,AUXERRE,89,D_89,Bibliothèque municipale Auxerre,perso.wanadoo.fr/bibaux,bibaux@wanadoo.fr,03 86 72 91 60,,,M,
3.551932,47.797768,8 Avenue Delacroix,89000,AUXERRE,89,D_89,Couveuse Potentiel,,contact@couveusepotentiel.com,03 85 48 74 18,,,T,
3.551932,47.797768,8 Avenue Delacroix,89000,AUXERRE,89,D_89,Cyber Base Emploi - Maison de l'Emploi et de la Formation de l'Auxerrois,www.mdeauxerrois.com,fmille@mdeauxerrois.com,03 86 42 00 42,,,F-M,
3.564627,47.806545,,89000,AUXERRE,89,D_89,Handi Lab - EPNAK,,,,,,F,
